Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets
@paquito2000;paquito20002;2022-11-22 01:13:26+00:00;@ramosbrunow Brasil por causa do Tite;0;0;0
Loloca;_lorennacunha;2022-11-22 01:13:24+00:00;lendo os comentários pra tentar saber oq se passa na cabeça do tite;0;0;0
Nell🏆🏆🏆;nell012201;2022-11-22 01:13:21+00:00;@futebol_info @geglobo Uma pena ter q ver os brasileiros comemorarem algo tão óbvio. Tite, você é uma vergonha;0;1;0
rafa;rafaaaacrf;2022-11-22 01:13:20+00:00;essa provável escalação do tite pro jogo ta bom dms pra ser vdd, jaja ele mete o daniel alves de centro avante;0;0;0
Junior PRO;juniorlopespro;2022-11-22 01:13:19+00:00;@futebol_info @geglobo Agora que descobriram o Tite vai mudar.;0;0;0
m a t h e u s;MattheeusJR;2022-11-22 01:13:13+00:00;@geglobo Tite ouvindo o Brasil inteiro ? https://t.co/kIjsIVURLz;0;0;0
.;xrvqJkDV2w6MZv2;2022-11-22 01:13:08+00:00;Olha onde tá o Sterling no lance do primeiro gol da Inglaterra. Tyte nunca deixaria Vini Jr fazer isso. Southgate é melhor e menos inglês que o Tite https://t.co/PBEpOXpUIg;0;1;0
ʌ;jggkfair;2022-11-22 01:13:04+00:00;mas o tite não me faria tão feliz assim;0;0;0
SERVANT OF THE VOID;suzuyasay;2022-11-22 01:12:52+00:00;@Noynvlr Se eu fosse o Tite nem usava lateralkkkkkkkkk https://t.co/5i8EjhKF0r;0;0;0
Diogo Reis;DisreisDiogo;2022-11-22 01:12:51+00:00;@paisoltaram Vocês acham que o Tite é burro e vai abrir uma avenida pra Sérvia? Confia no processo do professor. Última copa do Tite, o cara não vai meter uma equipe ofensiva assim sem um plano pra se defender.;0;0;0
Luan Chaves Dias;LuanChavesDias4;2022-11-22 01:12:48+00:00;@DoutorCoringao Se o time estiver bem ele vai continuar, mas se estiver oscilando o Tite volta, porém para o Tite voltar vai depender se o Brasil vai ganhar a copa ou não.;0;0;0
Q?;Bernardoocsf;2022-11-22 01:11:53+00:00;@Selecaoinfo @Selecaoinfo  como tu acha q o Tite vai encaixar o rodrygo? Creio que ele vai ser Oq mais vai entrar nas partidas, será?;0;2;0
Mr. π ❄️🪓🇧🇷🏆🏆🏆🏆🏆(🏆?);mister_pi314;2022-11-22 01:11:48+00:00;Se o tite meter um 4-2-1-3 eu vou achar mt pika kkkkkkkkkkkk https://t.co/C8uy0FHA6m;0;0;0
Cezar Castro 🇧🇷 🇺🇦;CezarCastro9;2022-11-22 01:11:30+00:00;#G4BandSports Eu não entendo como que o Tite convoca o Daniel Alves e não convoca o Gerson. Ta de brincadeira!!!;0;0;0
Klewer 🇧🇷;klewerlourenco;2022-11-22 01:11:28+00:00;4 atacantes na fase de grupos acho tranquilo. Quero ver se o Tite vai ter coragem de fazer isso contra uma França, Alemanha ou Argentina https://t.co/OmUToOpfUg;0;0;0
4l3x4ndr3 M4rio Gibby;Alehbernacchi;2022-11-22 01:11:28+00:00;"Tá boa demais pra ser verdade
Acho que essa é a melhor escalação possível.
É só não deixar os pontas presos na lateral, Tite https://t.co/mEEXlo01M0";0;0;0
Thayan Cesar;thayancesar;2022-11-22 01:11:11+00:00;@eyesonrme Nossas opções no banco são muito boas também, o Tite não me deixou triste kkkkkkkkk;0;0;0
Fabio - SCCP;fabiofanjoss;2022-11-22 01:11:07+00:00;Sei não viu, mas algo me diz que o Tite assume o @Corinthians no meio do ano. https://t.co/rFoGBT8cps;0;0;0
Vitor;vitorrodr1gues;2022-11-22 01:11:06+00:00;@LeonardoHawk @gremiosincero_ @futebol_info @geglobo A Servia tem um dos contra-ataque mais sinistro da copa. Tenho minhas dúvidas se o Tite vai manter essa formação até o segundo tempo.;0;5;0
ale ⁶³;zaynxcrf;2022-11-22 01:10:52+00:00;@evetselena to achando muito ofensivo p uma escalação do tite;0;0;0
Corneta Grêmio da Democracia;GremioPitaco;2022-11-22 01:10:33+00:00;@futtmais @geglobo Tite vai full ataque, então.;0;0;0
André Almeida;AndrAlmeida89;2022-11-22 01:10:25+00:00;@futtmais @geglobo Vai Tite, alegria nas pernas, o meio campo da Sérvia não marca. Loucura.. Casimiro e Paquetá de volantes é doideira. Hahaha;0;0;0
Rapha;raphaellacms;2022-11-22 01:10:22+00:00;NUNCA MAIS CRITICO O TITE SE MEU FILHO FOR TITULAR https://t.co/9O6u9svmSr;0;0;0
Elias Sousa ᶠᵉᶜ 🇧🇷;ElSousa123;2022-11-22 01:10:10+00:00;@futtmais @geglobo Tite tá modo fodase ataque e os caralhos;0;0;0
ℑℭ (smile) (13-3);jcvit0r;2022-11-22 01:10:10+00:00;Tite vai abrir mão de 1 volante, tô com o C# na mão.;0;0;0
Lééo Zupo;leozupo;2022-11-22 01:10:02+00:00;Torcendo muito pro Tite não começar com o Vini no banco;0;0;0
Arildojrm 🇧🇷;ArildoMedeiros2;2022-11-22 01:10:01+00:00;Pô, perguntei pro pai se vai ter pausa pra copa, ele me perguntou se o tite me convocou pra joga;0;1;0
4l3x4ndr3 M4rio Gibby;Alehbernacchi;2022-11-22 01:09:52+00:00;@ddedaniel12 Mas o ponto é q ele nunca foi titular. A vaga era do Fred, mas parece q o Tite testou e gostou muito do Paquetá de 2º volante nos treinos;0;0;0
Teteu⚡ #vemhexa🇧🇷;m4teuxxxxx;2022-11-22 01:09:52+00:00;@kalil_nsx Se o senhor Tite colocar em campo;0;0;0
Matheus 🇾🇪;eoMaths;2022-11-22 01:09:39+00:00;Aqui o tite acertou bonito viu https://t.co/U7dOqLZaMB;0;0;0
Gabriel ∆ SCCP ¹⁹¹⁰ 🦅🔥;Gabriel05SCCP;2022-11-22 01:09:37+00:00;@futebol_info @geglobo Tem traíra ai dentro Tite vazando foto que não era pra ta sendo  tirada e principalmente vazada dando, munição pro adversário https://t.co/r8e0rYlKih;0;2;0
LIRIO;lirioliriolirio;2022-11-22 01:09:28+00:00;chegamos num ponto que podemos escalar um time q amassará qualquer um no ataque, um time equilibrado com dois volantes, um time full ataque, tite deve olhar pra reserva e pensar ''pqp, posso fazer o q quiser'', ainda tem um aposentado pra ficar acalmando a galera no banco https://t.co/atjyoZvmwo;0;1;0
Luan;pimentaluan_;2022-11-22 01:09:23+00:00;@CaioV1 @Luccaszn_xl @brayansxte23 @futebol_info @geglobo 23 jogos, 2 gols. Mas espero que ele jogue bem agora. O tiro é curto e se ele tiver mal Tite não vai tirar ele pra não ser detonado pelo povo;0;0;0
Gustavo⚜️;Guferreira_04;2022-11-22 01:09:17+00:00;Queria q fosse esse time mas da onde tiraram isso sendo q em nenhum treino o tite esboçou o time titular kkkkkkkkkkkkkk https://t.co/4f4S7CYfgH;0;0;0
Alexandre;Alezinhow10;2022-11-22 01:09:14+00:00;"Cara...É minha escalação favorita, porém eu não escalaria assim pro primeiro jogo nem fodendo kkkk
Tite ta sendo corajoso pra caralho, pprt.
Sendo assim, #vemhexa https://t.co/PBWwhr4nGm";0;0;0
Henrique Rodrigues;Henriclose;2022-11-22 01:09:14+00:00;@futebol_info O cara caiu nas graças da torcida xingando Tite e agora perdeu a linha pra isso? Kkkkkkkjk juvena demais;0;0;0
fellipe;fellipe18342140;2022-11-22 01:09:08+00:00;@futebol_info @geglobo @andrizek aplaudiram essa escalação. Coragem, tite;0;0;0
RK ⭐⭐⭐;RKLafrio;2022-11-22 01:09:06+00:00;Com certeza vai ser essa. Tite disse que iria definir a escalação hoje e do nada sai uma especulação dessa https://t.co/zjFEuavSNn;0;0;0
Igor Sousa;igormasousa;2022-11-22 01:09:05+00:00;@choquei Eta porra, Tite vai com o pau durasso assim? Tá mudado o homi.;0;0;0
Mengô EU GSTO D VC♥️🖤🎶;Luizin_diaas;2022-11-22 01:09:02+00:00;@futebol_info @geglobo Tite acertando na escalação = Hexa ta a caminho 😍🔥;0;0;0
ᴠɪᴛᴏʀˢᶜᶜᵖ🎗🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 (8-9);rivwllino;2022-11-22 01:08:54+00:00;o que o Tite quer com essa escalação, já que a Sérvia vai se fechar, buscar contra-ataque e tentar bola longa no Vlahović e Mitrović. Vinicius Jr e Raphinha juntos é interessante para alargar o campo, mas vamos ter essa facilidade pra colocar eles no 1x1? https://t.co/VmcnMAy08K;0;0;0
lipe - RUMO AO HEXA❤🇧🇷🇧🇷;barnestlz;2022-11-22 01:08:52+00:00;@choquei cade o PEDRO, tite??????? https://t.co/Qsw0sbECOH;0;1;0
Lincoln Balbino;lincoln_balbino;2022-11-22 01:08:48+00:00;"#g4bandsports @mariliaruiz não adianta exigir alguma coisa dos jogadores... infelizmente eles não tem nem formação, nem preparo suficiente pra dar uma entrevista. Tá todo mundo ""em baixo da saia"" do Tite... A impressão é que falta liderança no elenco... qual a opinião de vcs?";0;0;0
Cometa Haaland - Copa 🇧🇷☄️;CometaHaalandd;2022-11-22 01:08:44+00:00;@futebol_info @geglobo Tite sabe que ia ser caçado se deixasse Vini na reserva kkkkkk;0;0;0
Matteus;omatteuscrf;2022-11-22 01:08:43+00:00;@DataFlafut ainda não acredito que o tite vai botar o vini de titular de primeira;0;0;0
guerrilha anti-flamenguista;TioGutinha_;2022-11-22 01:08:28+00:00;zé povinho tirando foto de treino fechado vsf mlk quer fude o esquema tático do tite;0;1;0
FlaTTita ᶜʳᶠ;OrnellasArthur;2022-11-22 01:08:25+00:00;@LucasDM14_ @IkaroFilth @VascoSAF @mundodabola @geglobo Eu entendo a questão do Bruno ser o cara da função e tal, mas eu levo muito em consideração o fator grupo, paqueta tem mais tempo com esse time, mas minutos com a camisa, Bruno jogou pouco na seleção, mas é um baita jogador, mas paqueta aos olhos do tite só tá atrás do ney ali;0;0;0
Adrian na 🅱;Joaqueengay;2022-11-22 01:08:23+00:00;@futtmais @geglobo QUE DEUS E TITE TE OUÇA;0;0;0
Flávio;flavitors;2022-11-22 01:07:53+00:00;Se o Tite for com esse time eu vou respeitar p resto da vida https://t.co/6pRsvZXe2L;0;0;0
Rodrigo Zanetti;rodrigo84585348;2022-11-22 01:07:42+00:00;@futebol_info @geglobo Aí sim Tite;0;0;0
Cicilia A G;CeciliaArg24;2022-11-22 01:07:33+00:00;"@bob13aldeia Gabigol: “acho que combino com o Corinthians “
Tite:” Carai era pra ter trazido ele”";0;0;0
🇧🇷 Gabriel Jean Renaud Vitória;RenaudGabriel;2022-11-22 01:07:24+00:00;"@choquei Engraçado na época que Tite assumiu, tinha umas pessoas que pensavam que ele era retranqueiro. 
Agora ele tem ideia de usar 5 caras ofensivos kkk. Está certo, esses times do grupo do Brasil são sólidos, mas não assustam. Exceto em bolas aéreas. Tem q atacar mesmo";0;0;0
SOTELDIOS ˢᶠᶜ;Humilha_N_Tio;2022-11-22 01:07:19+00:00;"""O tite só contratou"" 🤣 nível choquei kkkkkk https://t.co/II2gjTcEKQ";0;0;0
Henrique Barbosa;HenryBarbosa;2022-11-22 01:07:07+00:00;@futebol_info @geglobo Abriu mão de um volante marcador? Gente, o Tite está ousado.;0;4;0
Juan Luiz;juannluizz;2022-11-22 01:07:03+00:00;Boa, Tite https://t.co/WAQZ7RS5lx;0;0;0
Clodomiro Ojea;ClodomiroOjea;2022-11-22 01:06:58+00:00;O TITE SOMENTE EM MARÇO!!! https://t.co/Chv5QoQ38j;0;0;0
ᴍᴀʀʟʟᴏɴ 🦍🇧🇷;_mmcrf;2022-11-22 01:06:57+00:00;Tite vai me surpreender muito com esse time bem ofensivo, sempre foi medroso pra caralho.;0;0;0
CARLOS⚽️;elcarlosx7;2022-11-22 01:06:48+00:00;@futebol_info @geglobo Porque o Tite não coloca Fabinho e Casemiro no meio?;0;3;0
Isaac 🇧🇷;IIsaacx_;2022-11-22 01:06:40+00:00;@futebol_info @geglobo PERFEITA TITE, PERFEITA NAO MUDE;0;30;0
rumo ao hexa! 🇧🇷;luciano_crf9;2022-11-22 01:06:38+00:00;eu sabia que era baque do tite não começar c vini jr. Mas mesmo assim ainda falei pra krl dele https://t.co/IksBOvRr7s;0;0;0
Penta 🇧🇷;Selecaoinfo;2022-11-22 01:06:36+00:00;"70min de jogo contra a Sérvia, Vini Jr e Raphinha se entregaram em campo e começam a cansar

🥶 Tite olha pro banco: https://t.co/0vyI1nuTKj";19;384;24
Sim one;si_palma;2022-11-22 01:06:34+00:00;Tite, tá nas suas mãos… https://t.co/cpNfChFZEu;0;3;0
w;wzilh;2022-11-22 01:06:29+00:00;O Guimarães não ser titular e faixa dessa seleção é um grande erro, tomara que o Tite enxergue isso;0;0;0
Matheus pelo HEXA 🇧🇷;marcolinomths;2022-11-22 01:06:24+00:00;@sujeitadeazar é que não dá pra agradar sempre também, o Tite entende de bola;0;0;0
iago;iagonfire;2022-11-22 01:06:04+00:00;@chelntc @VictorPotoco e tambem pq o tite gosta que o cara que joga na ponta marque o lateral e o neymar nao pode ficar fazendo isso;0;0;0
Pedro Mendes;pedim213;2022-11-22 01:05:56+00:00;O tite tá deixando a gente sonhar https://t.co/0qlyYC33gh;0;0;0
Dannielzin;Daniellopes_10;2022-11-22 01:05:36+00:00;@gbiel_mendes O Richarlison come o Tite ?;0;0;0
Rafael Limaᶜʳᶠ;_franciscorafa;2022-11-22 01:05:33+00:00;@futebol_info @geglobo imagina a tua dúvida ser escalar o melhor jogador brasileiro na Europa ou o FRED, este é o Tite!!!;0;7;0
Ninho Santos ;NinhoRaah;2022-11-22 01:05:12+00:00;@geglobo Vai se fude G1, se o Tite quer esconder deixa escondido.;0;0;0
keem ye;KeemUnU;2022-11-22 01:05:11+00:00;oi tite;0;0;0
Alandurk;alandurk73;2022-11-22 01:04:49+00:00;Imagina você ser treinado pelo Guardiola, Conte, Klopp, Ancelotti.... Chega o filho do Tite pra te dar instrução.;0;0;0
w. •benson•;lmjbush;2022-11-22 01:04:46+00:00;@bibi_twitta tipo gosto muito do paquetá mas acho que ele passou alguns jogos sem atuar e vejo o Bruno bem melhor nesse momento. mas penso também que talvez tite nem entre com vini e sim com fred;0;0;0
Leo Scarpa;leoscarpa_;2022-11-22 01:04:41+00:00;@GusssNRoses Ta estranho msm kakakkakkakak parece mais q um torcedor q montou a escalação do q o próprio tite;0;1;0
Rodolfo;Regateiro;2022-11-22 01:04:27+00:00;E rapá, o Tite vai pro foda-se mesmo kkkkkkkk gostamos porra! https://t.co/ifV8FycYEI;0;0;0
Mauricio Paz;Santospaz;2022-11-22 01:04:24+00:00;"Geral da comissão técnica  da seleção pós copa vindo pro Corinthians, mas o Tite não vai vir depois não né.. 😏

🙌 https://t.co/aK4UcmpMG6";0;0;0
Artur Martins;arturleeck;2022-11-22 01:04:19+00:00;Issso tite acorda meu filhooo https://t.co/IMRi5N9wCS;0;1;0
correspondente choquei direto de teresina;gossipdopi;2022-11-22 01:04:08+00:00;@futebol_info @geglobo Aí vai lá o tite e muda tudo por causa dessa pessoa;0;1;0
Gabriel Jesus Brasil 🇧🇷;Gabriel_JesusBR;2022-11-22 01:04:08+00:00;"O Tite e comissão técnica não tá querendo entregar a escalação da #Seleção de forma antecipada contra a Sérvia a fim de querer surpreender o adversário, e o que as pessoas próximas aos jogadores fazem ?

Vazam coisas pra imprensa.
Tite deve tá felizão nessas horas...kkkk";0;14;0
Vagnãoooo;Vagner_2019;2022-11-22 01:04:07+00:00;@Gabrielxcec @futtmais @geglobo Quem deveria estar no lugar dele, fala pra mim? qual a lógica o tite mudar o time que ele organizou nas eliminatórias e nos amistosos ?  Quem vc colocaria ?;0;0;0
gustavo almeida;GusssNRoses;2022-11-22 01:04:02+00:00;@leoscarpa_ Essa escalação tá perfeita demais pro Tite fazer. Ele tem que cagar em algum setor, vai botar Fred titular certeza kkkkkkk;0;1;0
gabriel;gabrieIdetoledo;2022-11-22 01:04:01+00:00;@Jolitheuuu depois que eu vi que tite n convocou o kaka perdi a esperança;0;1;0
André 🇾🇪;anrdreee;2022-11-22 01:03:57+00:00;@futebol_info @geglobo Lamentável, Vinicius Jr na seleção é comum da bola, não agrega em nada, mas fzr oq, resta confiar no Tite;1;13;0
Recanto 🇧🇷🦋;recantoofc;2022-11-22 01:03:51+00:00;"🚨 ÚLTIMA HORA!

Em treino fechado, um torcedor registrou Vini Jr jogando de titular, dando indícios de que ele pode iniciar o jogo na quinta-feira, contra a Sérvia.

Será que vem novidades nas escalações do Tite? 👀

#RecantoNoCatar https://t.co/pAAhHs2zI5";0;5;2
JP3;J0rdanPool3;2022-11-22 01:03:51+00:00;@Viniciu05452381 Eu gosto dessa escalação, mas eu não imaginava o Tite abrindo mão do segundo volante assim.;0;1;0
VicTRI Alves 🏆🏆🏆;victalves;2022-11-22 01:03:25+00:00;@DataFlafut É o que a maioria quer ver, mas o Tite deixar só o Casemiro pra marcar eu duvido muito, ele é apaixonado no Fred;0;0;0
La película da má;lapeliculadama;2022-11-22 01:03:24+00:00;@choquei Eu queria acredita! Mas conhecendo o Tite duvido que essa seja a escalação do time dele.;0;0;0
Jovem R;RamonViidall;2022-11-22 01:03:22+00:00;Neymar falso 9 quinta, ai ai em tite;0;0;0
Leo Scarpa;leoscarpa_;2022-11-22 01:03:13+00:00;Tite ousado e alegre do jeito q o povo brasileiro gosta https://t.co/s8sVELgQhL;0;2;0
potter;lucianopotter;2022-11-22 01:03:12+00:00;"Flip de @gzhdigital de hoje da Copa! Escrevi sobre meu encontro com Tite e sobre Beckham x LGBTQIA+. 

https://t.co/qsAaaPhHD9";0;8;0
kakau;kauffmann007;2022-11-22 01:03:10+00:00;"Vini Jr titular quinta
Tite aprendeu com a última copa
vamos.";0;0;0
Paulinho Damascena;paulinho240172;2022-11-22 01:02:49+00:00;"Enquanto a França poderá ter #Zidane como técnico após a Copa do Catar, a Seleção Brasileira pensa  em Mano Menezes para substituir Tite.

Será que Zidane é Mano são da mesma prateleira de treinadores? 🤣🤣

#CopaDoMundo2022 https://t.co/hQymn7b2na";0;0;0
Torcedores.com;Torcedorescom;2022-11-22 01:02:42+00:00;Corinthians hoje: filhos de ídolos “alteram” comissão de Tite na Copa do Mundo 2022 https://t.co/6EqA8Ozii8 https://t.co/nQJ82FoHqa;0;1;0
P12, o tri. M3NGO;itaoofons23;2022-11-22 01:02:35+00:00;E o tite leva o? Fred https://t.co/XBgPsvaCOQ;0;0;0
Raul Ferreira;Ferreiraraul_;2022-11-22 01:02:31+00:00;@leticianeuber O Tite deveria ter levado ele ao invés do Dani Alves então 👀;0;0;0
Pedro Henrique 🛰️;pedroh_henn;2022-11-22 01:02:09+00:00;"Torcedor teve acesso ao treino fechado da Seleção Brasileira e flagra o momento em que Vinícius Jr. treina como titular e Fred na reserva.

Tite tenta fazer mistério, mas a foto entrega parte do ensaio para quinta-feira no jogo contra a Sérvia.
#Qatar2022 #FIFAWorldCup #AFazenda";0;0;0
Corinthians/News 🇵🇹;CorinthiansN23;2022-11-22 01:02:06+00:00;"Cléber Xavier, auxiliar de Tite na seleção brasileira, deve vir ao Corinthians para compor a comissão técnica de Fernando Lázaro.

Além dele, o preparador físico Fábio Mahseredjian também irá voltar ao Timão após a Copa do Mundo, do Qatar. 

🗞 (@chicolangreal) https://t.co/Kzezncd4H6";1;7;0
Clodomiro Ojea;ClodomiroOjea;2022-11-22 01:01:59+00:00;"O GRANDE HEROI FOU TITE! CONSEGUIU COM QUE O TIMÃO SE DESENGANADSR DO CANASTRÃO :"" EL BURRITO"" https://t.co/VGTHRGa3Er";0;0;0
ana_lsˢᶜᶜᵖ10;ana_salex;2022-11-22 01:01:51+00:00;é verdade que o neto falou que o tite aceita assumir o corinthians depois do estadual?;0;1;0
Rafael Caus;caus_;2022-11-22 01:01:47+00:00;#G4Bandsports Gata-rapunzel-das-neves-borralheira. Escalação mais confusa só a do Tite. Kkkkkk;0;0;0
Chris Paes;euChrisPaes;2022-11-22 01:01:14+00:00;@siilenti @mundodabola @geglobo Tite vai mudar o time de volta na hora da copa… não disso;0;0;0
Bi;Bi_Ramos2;2022-11-22 01:01:09+00:00;Coragem, Tite! O meio da campo da Sérvia n marca mto, coloca o Vini Jr e joga pra frente, como Brasil. https://t.co/lsv2j2S8Kl;0;2;0
KIMBERLLY ⓟ;kimbsep;2022-11-22 01:01:09+00:00;@DaniDududika @futtmais @geglobo Por isso que o Tite é o técnico da seleção;0;0;0
Luc🅰️s PELO HEXA 🇧🇷;lucas_pmaciel_;2022-11-22 01:01:08+00:00;Se for isso aqui Tite acertou completamente!!!!! Na teoria é muito ofensivo mesmo, mas dá pra equilibrar com os laterais, os dois são defendidos, então dá sim pra jogar com esse esquema, seria perfeito https://t.co/Tunpu8a8x9;0;1;0
kevo;keevint1;2022-11-22 01:01:03+00:00;estou amando essa versão do tite super ofensivo https://t.co/nFautUxTdf;0;0;0
Futebol Bahiano;bfutebolbahiano;2022-11-22 01:00:53+00:00;Tite faz mistério sobre escalação para a estreia do Brasil na Copa https://t.co/Io8sIpTMFf;0;0;0
jurídico gabriel girotto 🇧🇷;scikakaa;2022-11-22 01:00:36+00:00;"avise eles guerrinha

avise eles que assim o tite perde o meio campo https://t.co/iyJRRXGQzV";0;0;0
Cometa Haaland - Copa 🇧🇷☄️;CometaHaalandd;2022-11-22 01:00:31+00:00;@choquei Tite não poder cometer o crime de deixar Vini Jr no banco;0;0;0
gabita;eugab1ta;2022-11-22 01:00:26+00:00;75% do povo brasileira não quer Neymar levantando a taça. Chama logo o Gabi tite https://t.co/S5bYswaNBX;0;0;0
blindada;sujeitadeazar;2022-11-22 01:00:26+00:00;@marcolinomths Mas não é como se o Tite desse ouvidos a opinião pública né;0;1;0
Rodrigo Sari;RodriggoSari;2022-11-22 00:59:58+00:00;Tite vai pra trocacao com a guarda baixa https://t.co/Ep7q7ObM2H;0;0;0
𝕯𝖚𝖉𝖟𝖟𝖟🇮🇹;Dudzzzzs;2022-11-22 00:59:40+00:00;@JGuilherme0 @futtmais @geglobo Ss, acho q por esse apoio nas laterais o Tite botou só o case marcando e soltou os mlk na frente;0;2;0
